discriminator,generator
0.0,0.0
0.3692406415939331,4.878972053527832
0.33552372455596924,3.6670076847076416
0.2954288125038147,3.469879627227783
0.34508854150772095,3.3833673000335693
0.2815974950790405,2.966146230697632
0.3127737045288086,2.734504222869873
0.3121614158153534,3.5900216102600098
0.3119262456893921,2.8463592529296875
0.3143536448478699,3.2295007705688477
0.28897589445114136,2.6283602714538574
0.2947348356246948,3.1389241218566895
0.3289680480957031,2.903308153152466
0.27630099654197693,3.4522624015808105
0.36365026235580444,3.038471221923828
0.27893826365470886,2.9414846897125244
0.38121718168258667,2.504045009613037
0.351244181394577,2.761794090270996
0.2779114842414856,3.2232160568237305
0.2966376543045044,3.2661960124969482
0.3146462142467499,2.5532994270324707
